,comment_lengths,comments,mags,scores,times
609,186,Well every family has a faor share of blessings as well as woes. Importantly we must have peace in our hearts. Everything will pass away but no one can take away the peace of our hearts.,1.7,0.5,2017-06-14T03:08:51+0000
610,225,Siblings cat fighting.  Silly fights.  Made the family so ugly.  Leaving the country? Go n bc 2nd class citizen. so what? ?????? ! Pls leave inmediately.   SG dont need u.    Make sure yang keep his words n leave the country.,A,N,2017-06-14T02:11:51+0000
611,271,"Dear PM, in every family there is always difference. As the head of the Country, you're find only very little disturbance among our Citizens. You're the leader,  so the rest of us believe that your leading is good for our future Generations.  You will have our assurance!",1.5,0.3,2017-06-14T04:25:50+0000
612,307,"well parents could be wrong, children could be wrong, brother and sisters could be wrong? even the greatest MaoZeDong could be wrong when doing his propaganda? Hope everything could be put right back in the interest of Public and this world? Does this world got to vote? Does Singaporeans got to vote again?",0.9,0.1,2017-06-14T15:11:36+0000
613,251,In China and in geomancy ?? this could mean not only for Lee's family but also for Singapore prosperitiy? This could be the only Antique house the world recognise? Perhaps LKY's wishes and values was wrong when he wishes the building to be demolished?,0.8,0,2017-06-14T20:18:56+0000
614,165,"PM Lee, your siblings are really too much and totally no respect in dragging the family matters publicly. What kind of siblings are these ???  ??????????????????????",A,N,2017-06-14T02:04:51+0000
615,328,"As a leader forgive them. After all hey are Singaporeans too. Forgiving bring you above all of them including all of us as a true leader. There is no shame unless we ourselves make it to be one. Furthermore, it is not a political issue. Its a family challenge. Lets not have it escalate more. Just do the right thing. Stay kool.",3.6,0,2017-06-15T04:21:19+0000
616,288,"I see so many people think it is a big thing but seriously its a normal thing that happens in every household with brothers and sisters.Relax its just that you are well know public figure that it is hurting more. Apart from it, I think its a family challenge you can lead well. Stay kool.",0.8,0.2,2017-06-15T05:38:47+0000
617,331,Let's respect our dear late Founding Father's last will and testament aka last wishes. He has done nothing but the best for Singapore. We should continue to trust and respect his decision to have his house demolished. A great man does not need a monument for people to remember him in posterity. He continues to live in our hearts.,2.8,0.5,2017-06-14T22:11:57+0000
618,56,"Don't think so much bro loong, enjoy your holiday first.",0.1,0.1,2017-06-14T01:52:00+0000
619,476,LKY wishes of demolishing his house should be respected ...  LKY brand of politics is Pragmatism and Devoid of Sentiment...and these 2 key factors make Singapore very successful thus far...  Prime Minister Lee should exercise his leadership to urge all Singaporean to respect and abide by our founding father' wishes to demolish the house after LWL would no longer be living there.  There is always an alternate and better way to remember our founding father... Chew Toh Tseng,2.4,0.4,2017-06-15T14:37:38+0000
620,236,There is a question on how the Will  was prepared? Will it spoilt our PM holiday mood? Who is actually in the interest of our country? I will not leave my country if i hv a quarrel with my brother. It has nothing to do with my homeland.,1.7,-0.2,2017-06-14T16:49:34+0000
621,159,A war between siblings is the one last thing in the world of live and death that any parent would want to see. Consider this well. as a parent oneself.????????,A,N,2017-06-14T05:34:24+0000
622,218,It's indeed a very unfortunate thing to happen and I believe the Late LKY must be very very sad that his children are  fighting among themselves and making the issue in public....Blood are always thicker then water....,0.4,-0.4,2017-06-14T03:33:10+0000
623,381,It is not easy for you to act especially in your current position as the head of the state. Many eyes are looking at you and your family .  We respect and honour you and understand what you and your family are going through but nevertheless I urge all you and your  family members to keep this issue on close door and settle it amicably.  We are still one united nation and family.,1.3,0,2017-06-14T03:30:38+0000
624,261,"It's their family matter that has crossed boundaries, which is unfortunate. We should abstain from making comments on it, and let them sort this out. Our focus should always be on our country and on one and other. We need to continue to take care of each other.",1.1,0,2017-06-14T06:46:04+0000
625,381,Oh yes our sir has one sister a doctor  she treat my second girl when my girl was very young for her margin that the first time  I see her and the last time But I didn't know she still take care of my girl until she change to brain centre at SGH SINGAPORE HOSPITAL.. only that I knew.. They rest I don't know the private life I don't know. I'm telling the truth sir.. I don't know.,0.2,0,2017-06-14T02:26:12+0000
626,495,"Dear Mr Lee, have a good break and holiday with your family. We are sadden by what your siblings have done and even our relatives across the region were asking what happened. We are on the same page as you on the fact that family matters should be resolved within the family. The truth was that Mr Lee KY was a Public Figure and someone love by all of us, however, he was also a man and a Father with a family . Therefore, it is still family matters, be strong Mr Lee, we are behind you totally.",2.1,0.1,2017-06-14T04:18:56+0000
627,3309,"What you are doing is the right thing. Regardless of the late Mr Lee's wish, it cannot take precedence over national needs: in this case to preserve the house for posterity as it's an important part of Singapore history. We're just a nation of 50, and if we don't make every effort to preserve it, then we're a people who will soon suffer from what one historian referred to as "" collective amnesia"". I understand your siblings ' anxiety to honour their dad's wish; by the same token I understand your wish to do that and to act responsibly as the Head of the government! Not an envious position to be in! Anyone who chides you is myopic, misinformed and lacks the capacity to understand the dilemma you are in.  Regardless, we've all been taught that it has to be ""Nation before Self; otherwise the years of National Service we put our boys through will ring hollow!  Hsien Yang's judgement has been clouded by his love for his dad, his need to support his sister, and I suspect, his aspirations for his son to someday rise to the highest-ranking office in the land. In such a situation, it's difficult to expect him to think clearly.  That is why you are the PM, the leader.  Heavy is the head that wears the crown! It's not anyone who can be the leader; no doubt, every one aspires to be one. Despite the noise and the rumblings, he has to think clearly, dismiss the noise, and weigh the options, and DO WHAT IS RIGHT! It may not be the popular choice,  but it certainly has to be the right one! Lee Kuan Yew always took up the responsibility to make the right decision,  especially in the face of difficult choices. Then he set out to explain the rationale behind the decision. You are his first born; you inherited that mantle and the heavy responsibility. Nobody will understand the responsibility of the eldest child, and in Asian society, the eldest son, except those who are in a similar position!   You are strong!  I've seen that in you and have come to respect that. I have no doubt that you will not vacillate , and that Lee Kuan Yew himself would make the same decision,  if he had to!  You will too! Deng Xiao Ping said  "" if a man has to be 100% sure before he can do something, he will never be able to do anything! "" That's why we need leaders; they are a special breed who listen,  consider, then decide and move on! They also have the courage and the integrity to make course corrections when the evidence shows overwhelmingly that the alternative is better!  In the case of 38 Oxley Road, if you preserve it now,  and then are confronted by overwhelming evidence that it should indeed be demolished, you can do it still.  If however, you demolish it now, bowing to peer as well as sibling pressure , and then have to contend with evidence that it was not the right decision, would you be able to raise it from its rubble?  So,  leaders are calculating and decisive, but they are also pragmatic enough to give themselves a way back!  I believe you know all these ; I'm just helping you to wade through some of the deafening noise! I do not envy you, Mr Prime Minister! My best wishes are with you. Sleep well because the decision is as crystal clear as it can be! The great Buddha said,  "" If you still your mind and stay calm in the midst of a storm,  the Universe will surrender to you""!",9.1,0,2017-06-15T13:59:34+0000
628,525,"A HOUSE is supposed to keep a family together.........so ironic... PM Lee decided to keep the house as National Monument after much plea by the people not to demolish it. He had taken his peoples' request into consideration. ????Demolishing it  also wrong, keeping it also wrong. How to satisfy everyone?The duo talk so much about morals and values and here they are Washing dirty linen in public while their PM Lee is away on holidays. ?????What have they done for Singapore? Family matters should not be handled this way...",2.5,-0.2,2017-06-14T03:16:20+0000
629,394,"As a Ugandan who considers Singapore my second home ( I love the land I lived and became attached to for almost 5 years), I wonder why these matters were made public. Were I in any of the siblings' feet i would have endeavoured to settle everything at home, from home, not in public. All families have issues but most are best settled at their respective levels. Sometimes buying time helps ...",2.1,0.4,2017-06-16T19:07:17+0000
630,151,Mr Lee I empathise with you. This is indeed a family issue n should stay within the family. May the Lord bring reconciliation and peace to your family.,1.3,0.4,2017-06-14T15:02:35+0000
631,528,"I have always admired the late LKY for his intelligence, wisdom and love for S'pore.   There is probably wisdom in his will, which I don't doubt is what he thinks best for S'pore & I hoped its followed.   Having said this, certain things perhaps could be worded with less heat & passion especially so openly & a cooling down period is best and as you've wisely decided to spend the weekend to mull over.   In this tough times, there is no doubt the government is trying to do its best and this issue best set aside & downplayed?",1.7,0.4,2017-06-14T10:40:00+0000
632,69,Being the eldest you have done your utmost.  Pray and have faith Sir.,0.8,0.4,2017-06-14T01:47:11+0000
633,121,I just want to say that things going to heck at work while you're on a badly needed vacation is such a Singaporean thing.,0,0,2017-06-14T04:36:50+0000
634,303,"I will send my prayers such that this matter will be settled harmoniously and not bringing much damage to Singapore. We are with you. Enjoy and relax. With enough rest, you will have a clear mind to settle this matter with wisdom and love. Many are sending well wishes and prayers to you. Hang on there.",2.4,0.4,2017-06-15T09:47:46+0000
635,123,"Mr Lee, temp forget the issue, relax and enjoy your trip. We trust you also make good decision even for this family matter.",1.5,0.7,2017-06-15T03:48:32+0000
636,168,Hi LKY family Hope you all can closed door to dispute the misunderstanding and please do not end up fights! We all hope you can dispute the misunderstanding peacefully!,0.6,0.2,2017-06-14T14:16:26+0000
637,207,"Sir - Get going, but its said & done.  God bless ur family with tons of extra strength & power.  Truth always wins - but before that v cannot escape from Karma.  Njoy ur holidays.  Best wishes & Kind Regards",2.3,0.3,2017-06-14T11:38:53+0000
638,428,"Have heart for the poor, low income and middle groups of Singaporeans who are the majority among the electorate. If you can take care of them well during non-GE times and ensure all your MPs manage the TC and do their MP job well, there is  nothing to be afraid at the GE hastings because the PAP has done their job well and sincerely otherwise in the next GE, you and the PAP will be scared of losing the GE. Bear this in mind.",1.5,0.2,2017-06-14T02:37:48+0000
639,410,"I cannot imagine why yr bro and sis, both professionals, would behave in this selfish manner to dishonour yr parents! I am so sad, embarrassed and ashamed as a Singaporean due to their actions. These are trying times with numerous challenges on many fronts. We as citizens do not need to know the personal opinions of siblings. So thank you PM Lee for your excellent response. You have my respect and my vote !",2.8,0.2,2017-06-15T01:10:28+0000
640,136,"Regardless, mrt train is stuck & moving like snail now. Till these days, mrt has no improvement at all and yet still increased its fare.",0.8,-0.4,2017-06-14T02:28:28+0000
641,358,"Ho Ching has the abilities to be the CEO of Temasek Holding, of cos she had the seat.   If the seat is given to Wei Ling or  her other brother, do u think they can do the job?? Go google, there's reports showing that Ho Ching is one of the most influential woman in the world!! If she is just a vase, do u think those foreigners will give this title to her??",0.5,0,2017-06-14T04:40:11+0000
642,486,"Where are all these heritage fellows when you need them? Didn't they say preserve Bukit brown, preserve flea market ? Now we talking about founding father's home with a basement where events leading to independence took place? Destroy that too? We can't be personal on such matters. In 50 years time, our kids willl wonder what happened in our generation which doesn't have the historic perspective to preserve it. Even disgraced president Nixon's is preserved in presidential library .",2,0,2017-06-14T13:55:02+0000
643,290,"Dear Mr Lee, I can understand the inner turmoil that you face. I truly empathize with you.  Just do what is right for the country and we singaporeans will stand up to support you.  Now I am more aware of the sacrifices you made for our country. Especially on a personal level.  I salute you",2.3,0.3,2017-06-15T06:10:31+0000
644,312,"We are all human beings....also remember ...they are your siblings, you are eldest brother....try to talk to them...and show them care...they will then also care for you..... ????????????this is the basic of all theorys.... forget about laws laws laws.....this is not about laws...its about love and relationship",0.6,0,2017-06-17T19:26:19+0000
645,150,"Mr. Lee, ?????????? I think it hurts more to know the words are coming out from siblings than the matter itself, but most things can be resolved. ...?",A,N,2017-06-14T02:46:06+0000
646,304,PM Lee you are a cancel survival and   so is my husband . I often worry for you because you work too hard for we singaporean.Don't take too hard over what this people have to said . We singaporean are all with you and your family. Please enjoy your holiday. I thank you for all that you have done for us.,1.6,0.2,2017-06-17T05:44:02+0000
647,481,"Even though I don't really know or want to care about politics, you as the PM have been leading SG with many others. I really can't imagine who will be able to lead SG as good as you do after you step down. I wish you well and hope you and your family overcome this difficult period. JIa you. We Singaporeans should take our own side and trust in them. Questioning is good but don't start accusing without evidence. WE cannot be weak or have internal fights !!! Jia You SINGAPORE !",2.4,0,2017-06-14T06:33:41+0000
648,185,"Dear PM Lee, our Singapore Father  Mr LKY choose you as PM. We knows MR LKY have done it after careful consideration. Stay strong PM Lee..your hard work to Singapore no one can deny it!",1,-0.2,2017-06-14T07:23:41+0000
649,215,"Homeless Singaporean have no house to demolish. Majority Singaporean have only one HDB flat, after demolish they will become homeless. So only your family got this problem. What will you do if you are your siblings?",1.4,-0.3,2017-06-15T11:31:20+0000
650,202,"If i am the son, i would quickly demolish the house so that people stop comparing my father's greatness to my own capabilities or the lack of it. Let's not pretend that the comparison doesnt take place.",1.2,0.1,2017-06-14T02:32:44+0000
651,120,"Praying for you Sir. Think it's really not an easy time, but family being family... thank you for your serving us as PM.",0.5,0.2,2017-06-14T02:00:05+0000
652,195,"Dear Sir,  Every family will have their squabbles and crises. Be strong and patient as you ride through this tough patch with your siblings. I pray for a quick and amicable closure to the matter.",0.9,0.2,2017-06-15T21:50:07+0000
653,78,Well said sir.  Best to not let this spoil your family time which is precious.,0.3,0.1,2017-06-14T01:46:53+0000
654,369,????????  If my friend: You are a beauty without BRAIN!!!  My answer: hummmm..... BIRDS OF FEATHERS FLOCK TOGETHER.....  If my family members: You are a beauty without BRIAN!!!! My Answer: Hmmmmm..... WE SHARE THE SAME GENES!!!! Sticks and Stones can break my bone...... BUT words will never hurt me.   Yours Optimistically  DW Live 2 tell... life is a humble beginning,3.5,0,2017-06-15T06:19:03+0000
655,578,"God loves all. But as each mature, each goes in different direction n hv different destiny. All r still siblings but hv different priority. All miss parents. All miss the past. But life has to move on...parents' legacy r theirs. Ur legacy cld b better n more liberating one n is wat u believe that matters. Time will come when all wld realise blood bind longer n deeper than water...love bind longer. Maybe siblings can't reach u. U r so busy n preoccupied that they HV to resort to such means to get ur attention. I only guess. U shld know them best...god bless u n siblings...",3.9,0.2,2017-06-14T14:02:35+0000
656,563,"dear PM, always put yourself in other's shoe, if you are Mr LKY, would you be happy to know couple of years after your death that your children still have not executed your last wish ? this is all one needs to know as children, execute their last wish as soon as you can, it has nothing to do with the country, its the duty of a child, Mr LKY will forever be remembered in ways and things he did for this country, this oxley house really means nothing to an average singaporean .. mend back with your siblings, nothing in this world is more valuable than kinships",0.7,-0.7,2017-06-16T01:51:21+0000
657,277,?Stay calm Sir. SGians know and appreciate your sincerity and honesty in your leadership. To me it's all about reliable and valid checks and balances in? our system; no one is above the law. So enjoy your holiday and overcome your sadness. Air yang dicencang tidak akan putus ?,A,N,2017-06-15T05:47:46+0000
658,193,I agree on your point where dirty laundry should not be lay out for all public eyes to see. Have a good holiday and resolve it when back.  Singapore still needs you. The people still needs you.,1.4,-0.2,2017-06-14T02:23:47+0000
659,179,This could marks the end of the Lees dynasty. Time for Singapore to move forward with a new leadership...Singapore should always take on new initiatives to change and move On.....,0.5,-0.1,2017-06-14T03:34:51+0000
660,270,"Simple thing. Your papa dun wanna will you the house, End of story. Why you trying all kind of things to prevent it from demolished... already now coverage all over world media. Maybe now, because of the exposure, you will finally give up and let the house be demolished",0.9,0,2017-06-14T16:31:38+0000
661,291,"With all due respect I don't think Mr Lee can flat out say that this Is a private matter. Since you guys are deciding whether to demolish it or make it a national heritage Site  on top of your family concerns, it's no longer purely a private matter.  I would say it's both private and public",0.6,0.2,2017-06-15T08:02:32+0000
662,155,"Ephesians 4  2 Be completely humble and gentle; be patient, bearing with one 3 Make every effort to keep the unity of the Spirit through the bond of peace.",0.5,0.5,2017-06-14T21:45:56+0000
663,154,"Why they need to publish in public, knowing mr Lee is a political figure in our country.. while this hurt he PM , will it do good to Singapore as a whole?",0.5,-0.5,2017-06-14T05:24:12+0000
664,718,"I think they should not have done such a thing when the PM is away on vacation. That too at 2 am. They should have awaited his return to issue the statement. This is a new low and unfair to him as well.   All I can say is, since the will was supposedly altered in 2011 to leave out our PM, the other 2 of them are the executors and trustees. They have the deciding power.   Best to respect the late Mr Lee's wishes and demolish the house. Afterall, that is what a will is for.....  But I do not know if there are any unrevealed reasons to not demolish the house....please have a good vacation and settle the issue or address the issue when you are back.  It is indeed admirable your calm reply to the fury accusations.",3.8,0.1,2017-06-15T00:36:04+0000
665,135,So sorry to hear PM Lee!! Hope you feel better soon! Ms Lee and Mr Lee are so childish. Please move aside and let the firstborn decide!,0.7,0,2017-06-15T11:51:08+0000
666,296,It is normal every family has problem and they should respect their parent and discuss with them. Washing diaper in public is really uncalled for and bad for their image in future. It is sad they don't understand been people PM and father not an easy jobs. They should forgive and forget about it,1.7,-0.2,2017-06-14T13:52:28+0000
667,176,The only thing I learnt from scrolling through this thread for an hour is that most of LHL's supporters are either illiterate or too lazy to actually read the full statement. ?,0.1,0.1,2017-06-14T13:44:14+0000
668,66,Sir enjoy ur holiday with family and take care. We are behind you.,0.4,0.2,2017-06-14T02:16:18+0000
669,175,Whether to have a house demolished to respect the wishes of LKY is a small and trivial matter as compared with denouncing the character of your elder brother who is also a PM.,0.1,0.1,2017-06-14T06:59:34+0000
670,159,"Most of the families are facing this  problem & if u considered about that u should not disappointed sir, of course  there is the way to solve it internally :)",0.3,0.3,2017-06-14T02:33:58+0000
671,167,"To Mr Lee family members, it's not nice to publish family matter online openly. Its also not for us to comment and hope you all can solve the matters privately. Thanks",0.8,0.1,2017-06-14T01:49:32+0000
672,119,Blood is thicker than water you are a pm you should be stronger than anyone . forgiveness and forget stay strong mr lee,0.5,0.2,2017-06-18T12:19:23+0000
673,194,"Hope it can be settled within the family so that the national interests are not affected. Remember that blood is thicker than water. You are all siblings anyway, and once a lifetime. Cherish it.",1.4,0.3,2017-06-14T06:04:10+0000
674,143,Simply means that PM is just what real persons are...have also his share of personal predicaments...neve will discredit him as a good leader...,0.5,0.5,2017-06-14T07:19:19+0000
675,213,Sir. Enjoy your holidays. Don't let this matter interupt your enjoyment. I know its hard now. If you don't enjoy then when you come back you have much lesser chance to enjoy. Handle this matter after the holidays.,2.1,0,2017-06-14T11:06:42+0000
676,148,"Before a statement like this is issued, one should weigh the consequences and impact on Singapore.  LKY would be very very disappointed to see this.",0.8,-0.4,2017-06-14T07:03:38+0000
677,467,"Dear PM Lee, I have overseas friends who told me they just read this piece of news in their country now,  hopefully this does not turn SIngapore into a laughing stock,  I feel suing one's own siblings should be the LAST resort if all things fail,  even if you are feeling disappointed now, please take good care of your own heatlh too, you need to be healthy in order to make right and sound decisions in life, and what's more, all the more for Singapore,  thank you.",0.7,-0.7,2017-06-14T19:58:14+0000
678,197,"Dear PM, Singaporeans will understand your position. You put the nation before yourself like your father, which made our success possible today. Many Singaporeans will support you, so please relax.",1,0.1,2017-06-15T03:30:21+0000
679,155,Setting himself up as the victim to try and gain your sympathy. There's no smoke wih out fire and in the national interest he should stand down immediately,0.2,0,2017-06-14T02:44:15+0000
680,585,"How can there be no accountability? If anything was wrong there would have been accusations agst our national financial institutions and our Sing currency would be taking a beating. But no. Even during tough times it stood firm and proved to be above board. Isn't that evident of PMs Accountability and the Confidence accrued.  Tough but unpopular decisions Yes, that's politics. PM is doing an excellent job with the very little and the small we are. Family matters can be challenging but PM needless to say has a head for family and nation. Goodness and prudence need not be popular.",2.5,0.1,2017-06-14T03:53:55+0000
681,55,Please don't shame PM of SINGAPORE.  World is watching.,0.8,-0.1,2017-06-14T07:19:53+0000
682,283,"I feel sorry that the 2 siblings should hurt their eldest brother in this way.  They are selfish and shameless.  If LHY wants to leave S'pore do not take this as an excuse. Why should they also bring in the innocent third generation into their dispute.  Please be more sensible, LHY.",2.3,-0.4,2017-06-15T10:45:12+0000
683,63,We love you and can see who is doing what and why... ??????????,A,N,2017-06-14T01:46:03+0000
684,177,Hi Honourable Sir  Please forgive him we need your valuable effort we are all behind you pls think of us you have millions of bowl to feed pls forgive him pls we love you always,0.1,0.1,2017-06-14T11:17:11+0000
685,176,"Some Singaporeans may not understand, but as a Malaysian like me and many in Malaysia, you will understand why, we have high regards for Mr Lee Kuan Yew and Mr Lee Hsien Loong.",0.2,0.2,2017-06-15T23:20:28+0000
686,281,PM Lee Sir..... Indeed it was a shock that your siblings chose to go public   on a private matter.  It does nothing to improve their own personal image .. but at once presents yourself in good way to us the Singaporean public and voters. Whatever they hoped to achieved has failed.,1.8,-0.1,2017-06-14T03:42:04+0000
687,70,Enjoy your holiday Sir.   Matters will resolve some days.  Time heals.,1.1,0.3,2017-06-14T01:44:11+0000
688,132,I myself a vietnamese have a strong belief that you and your government are doing the greatest and best things for your people Mr HL,0.7,0.7,2017-06-14T06:23:01+0000
689,207,"Sad to hear of this. You can only do your best and remember that  'You cannot please all of the people all of the time ( no one can, rest assured)......'. Just do what you do, do right. Stay strong PM Lee.??",1.1,0,2017-06-14T09:26:10+0000
690,150,"Lee hsien loong, we miss your father.    Your father was ,  is and will be respected.    Your father did what is right for Singapore and the citizens.",1,0.3,2017-06-15T11:56:07+0000
691,121,"PM Lee, you have our support. Please do take care of your health and focus on your work for the country and Singaporeans.",0.4,0.1,2017-06-15T06:01:37+0000
692,618,"Frankly I fully understand the public statements made by PM Lee's siblings but why would they choose to made such private issue public, they must have their own internal reason but most of whether PM Lee has really given any fair chance to hear from his siblings' main concern, is yet to be known? As a senior man, my advise for PM Lee is to sit down as a family to openly discuss with his siblings without using his power as PM or as big brother to pressure his siblings into accepting his own decision or to overrule them as an elder... try use like Senior Lee to rule with wisdom not by fear... may God bless u all!",0.5,0.2,2017-06-15T14:47:27+0000
693,146,"Family disputes do happen,  stay strong PM,  Singaporeans know your credibility,  may god give u all the strength to overcome this difficult phase",0.4,0.4,2017-06-15T13:44:07+0000
694,250,"Please take good care of your health as the country needs you. Seeing how this country advances better and better every year, I am assured this little red dot we are living in will always remain a shining star under your leadership. May God bless you",0.7,0.2,2017-06-15T03:22:24+0000
695,117,We trust your leadership LHL. Don't let those negative comments affect you. We believe u will be as good as late LKY.,1.2,0.4,2017-06-14T10:12:01+0000
696,134,Remember PM Lee fainted last year during the national day rally speech. May God keep PM Lee and our nation strong and safe always. ???,1.2,0.4,2017-06-14T05:13:12+0000
697,45,It's a family issue.   Not for us to comment.,0.6,0,2017-06-14T01:44:33+0000
698,149,I also approve wat u say.Yr siblings are in d wrong. U should follow wat yr pare nt told u to follow then it rite. God will tr at them when they die.,0.7,0,2017-06-15T12:09:49+0000
699,112,So educated and well trained by dad. But stabbing the elder brother in public is just too much. Just disgusting.,1.5,0,2017-06-14T01:53:26+0000
700,80,"PM Sir,  we respect your decision to do what is right for the good of Singapore.",0.5,0.5,2017-06-14T01:46:15+0000
701,76,Not easy to please our family...PM...stay strong..do what best for singapore,0.3,0.3,2017-06-14T01:52:29+0000
702,838,"Dear Sir, I support your leadership and decision especially on preserving LKY's house.  First, the house is our national pride and the place where most memory of our founding father exist. I believe just like me, other Singaporeans would like to preserve it. Your siblings think only at the view point between your father's will but not the view point of fellow Singaporeans.  Secondly, I think you don't have to deal with your siblings because everyone can see what they do is really irresponsible and shame to your father. Just forgive them, let them reflect on themselves instead.  I believe in the bloodline of LKY but I really hope your son will be able to uphold as a great leader like you and your father. If you are trying to put him as the next prime minister. Hope you see the values in him just like how late LKY see it in you.",3.8,0,2017-06-15T00:55:36+0000
703,61,I have trust and confidence in your well being for Singapore.,0.9,0.9,2017-06-14T01:46:04+0000
704,112,There's no need for any explanation. It's a family matter and it's fine to be private about it. We're all human.,1,0,2017-06-14T01:46:42+0000
705,670,"(???""???""??)????????????????????????14???????????????????????????????????????????????????????????Why the sph chinese new paper didnt stated:Greety and abuse power on lhl ruling that been criticized by lhl sister & brother?From the sph news can be realized that any strongly criticize text and not nice text cannot appeared in  newspaper...really is intention protect the pm..tried to cover those strongly criticizing text!!!Really is 100% govt own media company can be not to speak out and aviod publish those text!!!Sph is not standing in middle path to do the reporting!!!But the fb news will not cover it...Want to know truthly news should be from fb..not from sph!!!",A,N,2017-06-14T11:36:08+0000
706,6,Meow ?,0.6,0.6,2017-06-14T01:50:30+0000
707,94,There are different shades of whites. We hope you respect the old man's living and dying wish.,0.2,0.1,2017-06-14T01:55:15+0000
708,76,A man who cant runs a family properly cant run a country... lau ka kui kor..,0.2,-0.2,2017-06-14T03:18:25+0000
709,114,"Be strong and resolute, PM. My thoughts are with you at this trying moment. Take care and enjoy your time of rest.",1.1,0.3,2017-06-14T01:57:29+0000
710,46,Stay strong Prime Minister! We are behind you.,0.2,0,2017-06-14T01:42:08+0000
711,167,"PM Lee, we are behind you! We appreciate what you have done for Singapore and we love and respect you for what you have done and not just because you are Mr Lee's son.",1,0.5,2017-06-14T01:56:08+0000
712,112,"Stay strong, Sir. I hope you still could continue to enjoy your well deserved private vacation with your family.",0.7,0.2,2017-06-14T01:59:42+0000
713,111,"PM Lee, do what u think is right.  The siblings,  Follow your father's belief of putting Singapore before self.",0.8,0.4,2017-06-14T02:03:31+0000
714,163,"Dear PM Lee, Let them say whatever they want. We know you, we don't know them. We know you are doing your best and afterall you were the choosen one. Cheers......?",1.5,0.3,2017-06-14T05:53:25+0000
715,113,I am just an ordinary one and I am glad that my children will work out things within the family! Feeling Blessed!,1.3,0.6,2017-06-14T04:50:04+0000
716,93,"Dear Sir, please tk care and enjoy your holidays. This is a family matter. Have faith in God.",1.3,0.4,2017-06-14T01:58:34+0000
717,117,"Mr Lee, pls continue with what you promised and committed, I will continue my vote on you. Stay strong and take care!",0.7,0.3,2017-06-14T01:47:40+0000
718,117,U can nvr be like ur father. Ur father created Singapore. But U created things to make ur pocket full of monies only.,0.6,0.2,2017-06-14T03:21:23+0000
719,97,"Sir, we are not answerable to men, we are answerable to God. Ask God for wisdom and He will give.",0.6,0.3,2017-06-14T03:37:00+0000
720,99,Praying for you and your family. Only God can heal and give love to heal. WE need Healing and Love.,1.4,0.4,2017-06-14T14:39:11+0000
721,89,Don't let trivial matters hinder your peace. Take a good break and rejuvenate. God bless.,0.9,0.3,2017-06-14T01:50:03+0000
722,162,Dear Pm Lee - have faith in us. (Most) Singaporeans are sensible and will exercise good judgement when looking at this case. Enjoy your vacation with your family!,2.3,0.7,2017-06-14T01:59:56+0000
723,76,Stay strong and trust that the family issues will resolve as soon as it can.,0,0,2017-06-14T01:57:22+0000
724,18,We are behind you!,0,0,2017-06-14T01:45:07+0000
725,117,"PM Lee, just do what you think is right. Moreover, this is family issue nothing to do with politic.  Cheers n jiayou!",1.1,0.3,2017-06-14T02:28:05+0000
726,113,"Dude... If my deceased father told me, in writing, to tear his house down, I'd tear his house down. Just sayin ;)",0.9,0,2017-06-14T04:52:48+0000
727,89,I don't need to know about your family problems. I have my own problems being Singaporean,0.4,0.2,2017-06-14T02:27:18+0000
728,104,"Whatever the differences, real or imagined, this public attack was a low blow and completely unbecoming.",0.9,-0.9,2017-06-14T02:41:42+0000
729,105,"Dear Mr. Lee, we stand by you.  Please don't let this spoil your time with your family.  In you we trust.",1.1,0.1,2017-06-14T02:29:38+0000
730,70,Enjoy your holiday Sir! Praying for peace and harmony for your family.,1.3,0.6,2017-06-14T04:33:54+0000
731,103,The fact that you are the PM and not them says a lot. You hv what it takes to be a leader and not them.,0.4,-0.2,2017-06-15T01:16:10+0000
732,84,"An entire sea of water can't sink a ship, unless water gets in. Stay strong, PM Sir!",0.3,-0.1,2017-06-14T02:45:18+0000
733,132,Sorry this happened. May God grants you grace and wisdom in this trying time and not let anything divide your family and our nation.,0.8,-0.4,2017-06-14T02:49:20+0000
734,61,The most childish act to wash dirty linen in front of public.,0.8,-0.8,2017-06-14T02:02:19+0000
735,60,Not an easy job when family is involved. Stay strong PM Lee!,0.1,0,2017-06-14T01:52:27+0000
736,90,"Dear pm, it's a difficult time for your family, strive on and hope all will turn out well.",0.6,0.6,2017-06-14T20:37:21+0000
737,87,So was PM Lee implicitly admitting that his wife has political ambitions for their son?,0,0,2017-06-14T02:24:40+0000
738,168,"PM lee Sir, we Singaporean trust that you have been serving our nation with highest intergrity and honest and will continue to do so to your best ? . Enjoy your holiday",1.6,0.8,2017-06-14T02:01:00+0000
739,73,Please demolish ?xley road lee kuan yew house to settle your family feud!,0.6,0.6,2017-06-15T08:46:28+0000
740,119,We are from the higher orders and shall not be misguided by the lower orders.  Relax and enjoy the moment you have now.,1.5,0.1,2017-06-14T01:47:34+0000
741,88,Each family has own values and culture.We will respect each family identity and choices.,0.5,0.5,2017-06-14T11:11:44+0000
742,85,Its a family matter Sir... we'll leave you and your family to resolved this matter...,0.3,0.3,2017-06-14T03:12:08+0000
743,164,"???? May harmony , happiness n peace be with you n your family . Stay healthy n Takecare care of your health . Everything will be well ..so sorry to hear the news .",0.9,0.3,2017-06-15T16:23:12+0000
