,comment_lengths,comments,mags,scores,times
95,405,"Jiayou PM Lee!  It's saddening to find out that your siblings who are so highly educated don't even understand ??????.   Whatever grounds for the allegations, the fact is that you have worked hard to continue building and strengthening Singapore. And that you are a fine leader by many standards.   Well, your siblings lead by example too - they are displaying the best example of a ""first world problem"".",2.4,0.1,2017-06-14T02:46:22+0000
96,252,"Demolish the house in accordance to your father's will. If you really wanna follow your father's legacy, your mum did not influence the cabinet or parliament or anyone in the government for any reasons wor... so... set a good example and walk the talk.",0.6,0,2017-06-14T05:18:37+0000
97,477,"Very sad As Chinese tradition , I think the sister and younger brother is doing the wrong thing and conduct themselves very low dignity by washing their family laundry outside. Not the right way to do that. If LKY around , he will never agree to the way both of them is doing  They both also do harbor their own personal agenda If it this a family issue , it should close door within the family not attacking LHL using the media platform To me they shame everyone and LKY.  Lee",1.7,-0.5,2017-06-14T04:16:15+0000
98,415,"""...upholding meritocracy, which is a fundamental value of our society"" - If this statement is true, why do we have to reserve the next Presidential Election for the Malay community only? If our society is based on Meritocracy, then any qualified candidate, regardless of race, language or religion, can stand for election. The Reserved Presidential Election clearly does not reflect what the late Mr LKY stood for.",0.7,-0.2,2017-06-14T03:21:34+0000
99,273,"Don't worry about anything our dearly beloved Prime Minister.  Be bold and be strong. What you are doing towards the development of Singapore is highly appreciated by many of the Singaporeans. You are the Man with dedication, commitment and compassion.  We always love you.",2.5,0.5,2017-06-14T06:11:21+0000
100,217,"Hi PM, I am a citizen to Singapore. As little I could voice out, your magnanimity would certainly bring your generation a longer and farther way. Last but not least, i have something to say;?????, ?????, ?????, ??????",A,N,2017-06-14T03:56:59+0000
101,273,"Tk Q PM Lee for serving Singapore. We appreciate u for your love n your works through all d rough edges.  May God bless you with wisdom to manage n bring Singapore to greater heights of glory. United we stand as a Nation, a Kingdom that fights within itself cannot stand. ?",1.7,0.4,2017-06-14T03:03:46+0000
102,237,"Frankly, as outsiders we don't know enough to comment. There may be many sycophants out there who are trying to curry favors by pretending to be on PM side. As outsiders, let stay away and let the family to settle their internal problem.",0.6,-0.1,2017-06-14T02:28:42+0000
103,262,"A will is the strongest expression of a person's wishes upon one's demise. A law graduate knows better how to best express his/her wishes. I pray that the Lee family will stay strong and together despite the disagreements. After all, family ties matter the most.",1.8,0.4,2017-06-14T02:24:46+0000
104,279,"PM Lee, we know you have us in your heart , that's why you replied although you are on holiday.  No more worrying about how others perceive you right now as you are on leave. Malicious attack on you is meant to disrupt you. Leave it . Breath and has plenty of Joie De Vivre.?????",2.1,0.1,2017-06-14T02:41:26+0000
105,286,"Dear PM, we were saddened to see your siblings attack you like this. Differences like these should be settled at home and not put out in public. My family and I feel for you and you definitely do not deserve this. Try to have some rest during your vacation and take care of your health.",1.8,-0.1,2017-06-14T12:46:19+0000
106,186,Enjoy ur holiday. This shall pass like a passing cloud. Stand steadfast in ur governance of the sweat n blood ur father had left behind. We believe u can continue to do a fabulous job. ?,2.5,0.6,2017-06-14T02:16:09+0000
107,227,"The Royal family in UK, princes come out to share about their personal experience dealing with mental wellness issues... promote mental health, I think the Lee family can take this opportunity to encourage  Family Therapy. ????",0.2,0.2,2017-06-14T02:09:09+0000
108,103,Do not let this distract you from the real issues in the world today. #WengerOut #MakeArsenalGreatAgain,0.6,-0.1,2017-06-14T02:22:09+0000
109,407,I'm very sorry sir that family matters have become public issues. It truly seems ironic as your great father wanted his legacy not to be about him but on the future of Singapore. This grossly hurts that meaningful request. I respect your privacy and your family's and hope that this will be returned to you all as a private family matter to be resolved without the public being involved. Enjoy your holiday.,2.7,0,2017-06-14T03:28:08+0000
110,708,Just follow the  old man's instructions to pull down the Oxley  Residence By having a committee to review this decision  means u have second thoughts  on the matter. No need for museum or retaining the house for historical purposes  by looking at the country we will always remember  LKY for his greatness n since it is his wish to have the house demolished  let it be done. Make amends with your siblings give n take that is what most Singaporean would want to see and I think your father would not wish for the family  to be torned apart. If Ho Chin presence at Temasek is a threat then let her step  down. Unity on your family us as important  as unity  in the country. Be re conciliatory no suing please.,2,0,2017-06-14T03:33:45+0000
111,135,"you same like malay matrep family..everything post on FB..hahahahahaha..eh bro, you tag your sons or siblings ah..more fun!!..HAHAHAHAH",0.6,0.6,2017-06-14T08:48:28+0000
